Open_time,SMA_20,EMA_20,Upper_Band,Middle_Band,Lower_Band,RSI,MACD,Signal,ADX,SlowK,SlowD,CCI,ATR,MFI
2024-03-13,9.44825000,9.69524481,11.82422558,9.44825000,7.07227442,73.94079132,,,30.51352403,92.38657725,88.10092622,117.81596135,0.83333557,67.35225108
2024-03-14,9.64800000,9.87265007,12.02813344,9.64800000,7.26786656,74.99905564,0.99499228,0.86953142,30.78034286,91.36176053,89.92046051,127.08366531,0.86052589,69.41397700
2024-03-15,9.79755000,9.96192149,12.07275878,9.79755000,7.52234122,63.67791416,0.95328542,0.88628222,29.61850101,86.52667485,90.09167088,64.10357787,0.92270261,61.78833658
2024-03-16,9.88550000,9.93526230,11.99393947,9.88550000,7.77706053,51.14088010,0.81976254,0.87297828,27.74922729,67.58089092,81.82310877,-50.53157122,0.95658099,56.03448237
2024-03-17,9.98420000,9.94933256,11.92923497,9.98420000,8.03916503,54.56549494,0.73779719,0.84594206,25.99544955,54.36049117,69.48935232,-88.21264623,0.96411092,50.78218393
2024-03-18,10.06075000,9.94482470,11.86091387,10.06075000,8.26058613,52.76764800,0.65073262,0.80690018,24.22929563,46.22210272,56.05449494,-67.97573642,0.95624586,48.31063370
2024-03-19,10.08195000,9.83255568,11.80915798,10.08195000,8.35474202,43.15668083,0.48448281,0.74241670,23.75530130,34.35244820,44.97834736,-190.86954750,0.98751401,52.23584502
2024-03-20,10.14305000,9.79926466,11.68476690,10.14305000,8.60133310,49.41870588,0.40590551,0.67511446,23.44424538,26.95829566,35.84428219,-150.24136651,0.99404872,50.85878293
2024-03-21,10.16895000,9.74019184,11.62524385,10.16895000,8.71265615,47.05195703,0.31546569,0.60318471,23.12673082,18.20692720,26.50589035,-111.92387328,0.95990239,49.35013673
2024-03-22,10.14260000,9.66360214,11.66653391,10.14260000,8.61866609,45.18896674,0.22162861,0.52687349,23.28229119,20.91541703,22.02687996,-116.79303976,0.93940936,51.60694334
2024-03-23,10.10195000,9.59735431,11.70368375,10.10195000,8.50021625,45.49502033,0.14813655,0.45112610,23.42674010,15.86788200,18.33007541,-98.90658174,0.89888012,49.64892061
2024-03-24,10.07735000,9.57570152,11.70792208,10.07735000,8.44677792,49.32325826,0.12093752,0.38508839,23.13579516,17.73988043,18.17439315,-65.69566374,0.86881725,53.00425045
2024-03-25,10.09810000,9.59087281,11.69990147,10.09810000,8.49629853,52.57994713,0.12736634,0.33354398,22.09195259,25.57091052,19.72622431,-25.75749957,0.84568745,49.98639208
2024-03-26,10.05535000,9.60021825,11.65289966,10.05535000,8.45780034,52.12530897,0.12728218,0.29229162,20.72064302,32.63745957,25.31608350,-6.44338329,0.82328120,56.94129978
2024-03-27,10.00750000,9.58543556,11.61792808,10.00750000,8.39707192,49.67188259,0.10630135,0.25509356,19.80801624,33.37253749,30.52696919,-23.04871684,0.80090397,50.24856178
2024-03-28,9.95175000,9.57939408,11.54828824,9.95175000,8.35521176,50.46425379,0.09479441,0.22303373,18.96723598,31.86122825,32.62374177,-12.54847382,0.76933940,39.09454902
2024-03-29,9.90715000,9.58145179,11.49049851,9.90715000,8.32380149,51.31122355,0.09100072,0.19662713,17.88136920,35.47798641,33.57058405,25.08569991,0.74767230,50.31313412
2024-03-30,9.86555000,9.56693257,11.45323819,9.86555000,8.27786181,49.33344931,0.07327061,0.17195583,16.87306433,42.03673906,36.45865124,17.12299692,0.71655285,55.87118645
2024-03-31,9.79575000,9.57455804,11.29025351,9.79575000,8.30124649,51.86583870,0.07593482,0.15275163,15.93678124,50.95691158,42.82387902,41.77849652,0.68215622,62.59217918
2024-04-01,9.71610000,9.53345727,11.17094252,9.71610000,8.26125748,46.12583569,0.03695169,0.12959164,16.01851051,49.48455077,47.49273380,-31.00423472,0.69228792,54.10025734
2024-04-02,9.57650000,9.44284229,10.89790993,9.57650000,8.25509007,40.72337642,-0.03876390,0.09592053,16.94556529,37.73509936,46.05885391,-177.80643455,0.69805307,58.78404429
2024-04-03,9.41940000,9.34504779,10.48311338,9.41940000,8.35568662,39.25814267,-0.11088563,0.05455930,17.92559819,20.58601004,35.93522006,-183.64500096,0.68362071,48.59463218
2024-04-04,9.30320000,9.26323372,10.23323755,9.30320000,8.37316245,40.23467595,-0.16054357,0.01153872,18.86604906,10.81400606,23.04503849,-140.82744547,0.66679066,40.58772440
2024-04-05,9.23805000,9.17902098,10.23309924,9.23805000,8.24300076,39.19732472,-0.20615541,-0.03200010,20.01312756,11.72354572,14.37452061,-138.41662233,0.65023418,41.56024024
2024-04-06,9.15860000,9.11378089,10.12441973,9.15860000,8.19278027,40.95920448,-0.23036805,-0.07167369,20.94431126,16.27536101,12.93763760,-97.99186832,0.61993174,41.16309917
2024-04-07,9.09870000,9.07475414,10.02025262,9.09870000,8.17714738,44.14225212,-0.22996065,-0.10333109,21.24339928,22.69897358,16.89929344,-62.01090051,0.59586519,41.14310620
2024-04-08,9.11255000,9.07172993,10.02193143,9.11255000,8.20316857,48.92889754,-0.19997810,-0.12266049,20.54696249,33.87178193,24.28203884,-20.45699326,0.59087482,39.92351913
2024-04-09,9.07135000,9.03242232,9.98452014,9.07135000,8.15817986,44.29816419,-0.20484102,-0.13909659,19.79375755,38.01973176,31.53016242,-26.44573081,0.58474090,29.12594802
2024-04-10,9.03280000,8.97295353,9.98863693,9.03280000,8.07696307,41.53130473,-0.22633942,-0.15654516,20.07110651,33.83483879,35.24211749,-79.00091094,0.58433084,29.75761187
2024-04-11,9.00520000,8.91686272,10.00163938,9.00520000,8.00876062,41.26589621,-0.24251806,-0.17373974,20.32864483,23.48439500,31.77965518,-78.39680013,0.56723578,30.40141275
2024-04-12,8.91880000,8.75716150,10.17814151,8.91880000,7.65945849,31.07257002,-0.34368915,-0.20772962,22.57008618,19.87591560,25.73171646,-212.80845522,0.66864751,18.41719620
2024-04-13,8.76970000,8.53152708,10.42417612,8.76970000,7.11522388,25.93449254,-0.48700338,-0.26358437,25.20387813,19.20827553,20.85619538,-282.22092854,0.73810126,15.97485463
2024-04-14,8.62570000,8.37185783,10.41489022,8.62570000,6.83650978,32.52098470,-0.55648315,-0.32216413,27.64954208,22.84182545,20.64200553,-176.54063258,0.73795117,23.79673721
2024-04-15,8.47665000,8.21339518,10.37973468,8.47665000,6.57356532,31.56931025,-0.61630367,-0.38099204,29.24029199,25.07563354,22.37524484,-121.36259849,0.74074037,31.07300142
2024-04-16,8.33950000,8.06945278,10.33670480,8.33950000,6.34229520,31.52875472,-0.65662684,-0.43611900,30.76495401,29.12688913,25.68144937,-106.54962254,0.71997320,32.22756143
2024-04-17,8.19255000,7.92788585,10.25163887,8.19255000,6.13346113,30.68674659,-0.69022901,-0.48694100,32.21947269,28.18655423,27.46302563,-92.18570361,0.70090369,32.77193686
2024-04-18,8.05170000,7.81894434,10.09144225,8.05170000,6.01195775,33.89788201,-0.69265545,-0.52808389,33.43008680,28.93921796,28.75088711,-70.87292006,0.67826771,36.52080249
2024-04-19,7.91435000,7.71066393,9.93447695,7.91435000,5.89422305,33.06084421,-0.69479975,-0.56142706,34.71976590,28.74564460,28.62380560,-65.91220494,0.67574859,35.96563814
2024-04-20,7.79405000,7.66593403,9.66842707,7.79405000,5.91967293,41.57544418,-0.64396922,-0.57793549,34.88835358,35.11420828,30.93302362,-29.96389748,0.67569512,36.07171550
2024-04-21,7.69390000,7.61584507,9.48129821,7.69390000,5.90650179,40.57129749,-0.60486303,-0.58332100,35.03121971,38.55981417,34.13988902,-16.79810324,0.65071689,35.20496858
2024-04-22,7.63810000,7.60157411,9.38021973,7.63810000,5.89598027,45.17414502,-0.54132555,-0.57492191,34.36668325,46.14789005,39.94063750,18.11575415,0.63952283,34.48988236
2024-04-23,7.57940000,7.56732896,9.29157749,7.57940000,5.86722251,42.72546392,-0.50324547,-0.56058662,33.74961368,48.33064853,44.34611758,30.82893061,0.61798548,35.36904077
2024-04-24,7.50165000,7.50672620,9.18303970,7.50165000,5.82026030,39.52228370,-0.49248477,-0.54696625,33.70900478,48.88175907,47.78676588,14.64186124,0.61977224,35.82839256
2024-04-25,7.42580000,7.44532371,9.07865820,7.42580000,5.77294180,38.82678016,-0.48394594,-0.53436219,33.88913535,45.65307370,47.62182710,-11.66044324,0.59678850,36.22164704
2024-04-26,7.33930000,7.38043574,8.93973645,7.33930000,5.73886355,37.80909083,-0.47955858,-0.52340147,34.05639944,47.37662571,47.30381949,-14.45313056,0.57108933,41.68194345
2024-04-27,7.24445000,7.32582281,8.73092173,7.24445000,5.75797827,38.56992836,-0.46722594,-0.51216636,34.50881315,47.54470289,46.85813410,-44.80933586,0.55565437,49.72655271
2024-04-28,7.12870000,7.26888730,8.37865746,7.12870000,5.87874254,37.65839996,-0.45854109,-0.50144131,34.64239965,45.17409754,46.69847538,-30.25053553,0.53460763,40.49071273
2024-04-29,7.02510000,7.20394565,8.07856379,7.02510000,5.97163621,36.02208492,-0.45775905,-0.49270486,35.10165382,34.25566957,42.32482333,-73.57892949,0.52184994,29.27958212
2024-04-30,6.92595000,7.12976035,7.79773242,6.92595000,6.05416758,34.18422912,-0.46485279,-0.48713444,36.09380494,27.84858007,35.75944906,-133.97426808,0.52950352,28.56688139
2024-05-01,6.85170000,7.10778318,7.41108863,6.85170000,6.29231137,43.29964301,-0.42730113,-0.47516778,36.14053957,34.84451578,32.31625514,-60.16650517,0.54925327,40.19132808
2024-05-02,6.85335000,7.12351811,7.41748483,6.85335000,6.28921517,49.26986380,-0.36317602,-0.45276943,34.85339473,53.51047742,38.73452443,61.80068233,0.56109232,42.20466225
2024-05-03,6.89620000,7.13508782,7.44234233,6.89620000,6.35005767,48.85511442,-0.31103042,-0.42442163,33.65818881,71.22488658,53.19329326,72.86047925,0.54844287,52.26843774
2024-05-04,6.90955000,7.13384136,7.46400125,6.90955000,6.35509875,46.98405887,-0.27644306,-0.39482591,32.54835474,76.04234176,66.92590192,57.11815206,0.52176838,46.91567580
2024-05-05,6.93925000,7.14985647,7.51071019,6.93925000,6.36778981,50.00180728,-0.23183538,-0.36222781,31.16939690,76.66882696,74.64535177,71.03117506,0.51207064,47.83655697
2024-05-06,6.96020000,7.14710823,7.52602704,6.96020000,6.39437296,47.09861725,-0.20868309,-0.33151886,29.67587956,74.61156035,75.77424302,71.85658769,0.50499416,40.64035233
2024-05-07,6.98070000,7.13243126,7.51943782,6.98070000,6.44196218,45.10417008,-0.19837650,-0.30489039,28.48463682,72.99517230,74.75851987,45.52271428,0.49149458,41.38814089
2024-05-08,6.99065000,7.11819971,7.52178587,6.99065000,6.45951413,44.94404431,-0.18883856,-0.28168002,27.58799192,67.66759834,71.75811033,28.64809082,0.47753068,42.83965217
2024-05-09,7.00905000,7.11170450,7.52130247,7.00905000,6.49679753,46.31911091,-0.17386908,-0.26011783,27.02419282,67.18716044,69.28331036,12.46288739,0.46534992,43.37443781
2024-05-10,7.00045000,7.10763740,7.50251114,7.00045000,6.49838886,46.72546309,-0.15864377,-0.23982302,26.28353872,69.36496860,68.07324246,36.41645070,0.44282492,47.64525034
